Day,Month,Year,Value_Normalized,BlockHeight_Normalized,From_Encoded,To_Encoded
15,4,2018,0.0,0.5379589273447675,138,2927
10,5,2018,0.0,0.5664801765058781,5103,543
1,4,2018,0.0,0.5214312747440225,3688,2927
1,11,2018,0.0,0.77155733059774,614,3067
15,9,2017,0.0,0.3070768052878997,3193,3002
18,3,2018,7.692307692307692e-08,0.5056745896313474,1439,1823
6,7,2018,8.702219076923077e-05,0.6311067881917599,4977,3197
20,8,2017,1.4918094230769231e-05,0.28818127998399135,372,686
13,10,2017,0.0,0.3243226302191572,3193,2859
5,1,2019,0.0,0.8480761009569963,4291,2950
20,3,2018,0.0,0.5074095136478448,1969,1823
26,1,2018,7.692307692307694e-06,0.44587507677048654,593,1440
18,2,2018,3.846153846153847e-06,0.47214847817464,1774,2757
21,11,2017,0.00037445880215384615,0.3702469033761613,1727,653
20,6,2018,8.036307692307692e-09,0.6127210228735515,4586,3081
2,4,2018,7.692307692307693e-07,0.5224940986086993,1216,1438
23,3,2018,1.5384615384615385e-07,0.5104870560906035,3944,1823
20,4,2018,1.3350242307692307e-05,0.5441614685516846,4977,2205
15,5,2018,4.923076923076923e-05,0.572356653237846,2015,2484
13,4,2018,1.1538461538461538e-08,0.5362206418388374,1822,2469
15,6,2018,3.923076923076923e-06,0.6068372299587012,1501,2205
31,5,2018,1.4953256307692308e-05,0.5903101705619739,1507,1705
20,2,2019,0.0,0.8943426528320945,5813,913
4,4,2018,0.0,0.5255726297248206,1880,1681
22,2,2018,1.5384615384615385e-06,0.47697162230621115,249,1371
4,3,2018,6.923076923076924e-05,0.48893555866570215,3228,294
7,8,2018,3.9353552307692305e-05,0.6682880250695927,5887,2063
3,6,2018,0.0006939035061538462,0.5939356357822244,1821,2465
18,11,2017,7.692307692307693e-05,0.36588744705159804,963,77
5,3,2018,7.692307692307692e-08,0.48991276341718726,5865,1007
14,7,2018,3.781538461538462e-06,0.6400989701582788,5568,3197
28,2,2018,5.384615384615385e-05,0.48431825632820147,145,803
5,12,2018,0.00047692307692307693,0.8124751595817675,894,151
20,3,2018,0.0,0.5073668029585853,3969,1823
13,10,2018,3.5758884615384613e-07,0.7484609321766119,5269,2040
6,3,2019,0.0,0.9079325614035364,221,480
15,9,2017,0.0016923076923076924,0.30740662672162633,621,3047
1,9,2017,1.5384615384615387e-05,0.2971291693838706,1528,393
14,8,2018,7.692307692307693e-09,0.6769462331742623,4458,1188
25,9,2018,3.8461538461538463e-07,0.7260348542952518,4231,423
1,4,2018,0.0,0.5218172528247386,4009,2927
26,10,2018,0.0013345265599999999,0.764158099152865,5911,1190
12,7,2018,6.923076923076924e-05,0.638242439318195,1501,3177
16,4,2018,4.615384615384615e-05,0.5394739704054471,5685,2856
13,6,2018,1.5161932307692308e-05,0.6046587870717907,772,156
23,4,2018,7.692307692307693e-05,0.5475468838795227,5102,3032
20,2,2018,7.386332307692308e-07,0.4743407624886252,122,2025
27,9,2018,2.418589746153846e-05,0.7288674034787855,4231,3199
9,1,2018,8.546461538461538e-06,0.4270471767245726,1953,3195
24,1,2018,9.23076923076923e-05,0.44336226455238203,3076,1236
24,3,2019,7.692307692307693e-07,0.93074521056963,5904,2580
7,11,2018,0.0,0.778807272364879,5398,2421
23,7,2017,0.00014832201923076923,0.2649359873544722,3048,1680
7,7,2017,0.0007692307692307692,0.250125858119045,553,2357
11,3,2019,3.307692307692308e-05,0.914940871400883,4877,1557
21,2,2018,7.692307692307693e-05,0.4758047900038004,1391,426
19,12,2017,1.4292307692307692e-06,0.4032941014560786,2065,712
4,10,2017,0.0,0.3187973302655458,2486,1906
31,3,2019,1.8692307692307692e-06,0.9402287631973064,4503,1388
9,9,2018,0.0018461538461538463,0.7075243183986971,859,143
21,6,2018,7.761538384615384e-05,0.6145407750645505,1448,2411
9,2,2019,0.0,0.8850453662659111,5446,2136
20,2,2019,0.0,0.8940165883571453,5336,800
18,10,2017,7.076923076923078e-05,0.3278555556126789,909,2318
28,4,2018,3.846153846153846e-05,0.5528946180972308,4036,3109
12,8,2018,7.692307692307693e-09,0.6749576155729501,3954,2421
31,3,2018,0.0,0.5206749396217177,4058,2927
7,7,2017,0.005233284266923077,0.25045271353268417,5852,2357
6,11,2017,0.0,0.3521249161110652,2640,1958
1,11,2017,0.0,0.3455862259609015,4117,1699
13,5,2018,2.247266769230769e-05,0.5704014527961857,2218,112
16,9,2017,7.692307692307693e-07,0.3081870854739759,1063,54
21,11,2017,0.0,0.3696596313988423,1009,2956
26,2,2018,7.534444615384616e-07,0.4817787499293099,3403,2097
20,3,2018,0.0,0.5073456453486279,3711,1823
1,5,2018,0.00015591153846153846,0.556390369372323,4929,2229
22,2,2018,3.0769230769230774e-05,0.47668174327632895,4578,2132
8,3,2018,6.37041876923077e-05,0.4934749535422386,1448,1209
10,11,2017,8.232821000000001e-06,0.3567548734676057,4107,416
13,3,2019,0.0,0.9171129867782734,3791,440
4,6,2018,1.5384615384615387e-05,0.5950473001110083,2946,412
18,1,2018,7.692307692307693e-07,0.4364530196259572,1390,2883
12,8,2018,3.846153846153846e-08,0.6745572028611416,4458,1188
26,4,2018,0.0002711071476923077,0.5509758008353104,1418,1258
27,5,2018,6.846153846153846e-06,0.5858747841231712,4010,572
8,4,2019,0.0,0.9501186605769659,21,2242
26,10,2018,0.0,0.7640865192014209,3762,543
1,2,2018,3.846153846153846e-05,0.45199476714962694,5859,551
29,10,2017,0.0,0.34144368457206853,617,3152
26,2,2018,7.692307692307693e-07,0.48180425770206214,1895,1622
9,12,2018,5.497727461538462e-05,0.817189747378137,1448,847
24,9,2018,0.0,0.7249524546979979,375,2286
7,2,2018,3.623896153846154e-07,0.4595280627024556,3411,2593
16,2,2018,3.4051084615384615e-05,0.47040604024058774,4040,618
23,5,2018,3.844215384615385e-05,0.580961472980941,1106,62
11,7,2018,0.0016946126476923076,0.6367003066073832,4861,342
5,9,2018,3.846153846153846e-05,0.7027320208760358,5035,2459
4,8,2018,0.0,0.665651233211832,4531,397
3,4,2018,1.3538461538461537e-05,0.5237953904884086,1733,1438
12,4,2018,1.5384615384615387e-05,0.5343571902852163,938,618
8,9,2017,7.95736e-07,0.30220758897763655,5780,1788
20,3,2018,0.0,0.5074395693180646,345,1823
16,8,2018,7.692307692307693e-05,0.6788682141909429,4793,1223
26,10,2018,0.0,0.7639522573587946,3762,680
4,4,2018,0.0,0.525533082790321,1880,2936
20,3,2018,0.0,0.5078886247593074,1835,1164
7,9,2018,4.192307692307693e-05,0.7051388473096812,759,624
28,8,2017,0.0,0.2947957025137218,374,1775
14,9,2017,1.5384615384615385e-06,0.3067614184852654,275,1201
18,3,2019,9.076923076923077e-07,0.923592949730705,4503,364
10,6,2018,7.26923076923077e-05,0.6013975491182814,2306,1987
26,4,2018,4.2307692307692314e-05,0.5509079778426434,1060,1002
21,12,2018,3.846153846153847e-06,0.8308061523956939,5560,1891
16,2,2018,3.0769230769230774e-05,0.4704289774625975,3777,2457
4,3,2019,0.0022413706500000003,0.9057288084785463,5288,1830
14,4,2018,4.615384615384615e-05,0.5375806609162787,3488,445
27,11,2017,0.0,0.37786779538890647,4479,1775
20,3,2018,0.0,0.5073462385526454,4024,1823
4,8,2017,0.0,0.2757738247540873,2137,981
16,5,2018,0.0,0.5730386401232915,3806,543
5,3,2018,0.00036056464,0.49047630723380664,5434,1928
20,8,2018,7.653238461538462e-05,0.6841726445153741,3609,2704
28,11,2017,7.692307692307694e-06,0.37922563938495024,1836,428
21,2,2018,3.115384615384616e-05,0.47579984663698804,5708,494
3,3,2018,2.3029307692307694e-05,0.48722159452448965,2015,2423
20,3,2018,0.0,0.5073956722207699,2263,1823
20,2,2018,8.111323076923078e-06,0.4752131678636865,2718,1371
2,10,2017,1.5384615384615387e-05,0.3179130608101347,1707,410
8,3,2019,7.692307692307694e-06,0.9112442216985329,937,1920
3,5,2018,0.0,0.558793043377846,3677,662
23,9,2018,4.593923076923077e-08,0.7237692104177699,2337,2184
16,10,2018,7.692307692307693e-07,0.7520193653428858,5220,281
18,6,2018,1.5384615384615387e-05,0.6102983776661061,3166,849
29,11,2017,9.644277692307691e-07,0.379989092955465,5790,2010
28,2,2018,3.8461538461538463e-07,0.48446378904716003,2405,928
24,4,2018,4.005046153846154e-08,0.548644904515904,3470,389
22,1,2018,1.5384615384615387e-05,0.4408611186799549,3214,724
8,11,2018,0.0,0.7801241852837156,5632,506
31,3,2018,7.692307692307693e-07,0.5207852755689716,2644,2207
20,3,2018,3.3938461538461535e-05,0.5078067626048933,3987,2205
2,3,2018,0.0001537570153846154,0.486385572329168,832,2881
17,4,2018,9.76923076923077e-05,0.5407711098570339,1404,803
3,8,2018,0.0,0.6636554971623098,4531,397
13,3,2019,0.0,0.9171119981049108,2241,440
8,9,2017,3.433913992307693e-05,0.3020476216275857,5360,1788
10,9,2017,0.00013822146776923077,0.30359192941979507,2400,215
29,9,2017,0.0002442313191538462,0.3162566374586191,2476,2803
10,2,2018,1.4615384615384615e-05,0.4630159045906478,4977,1351
21,3,2018,1.534746153846154e-05,0.5085905828466754,1228,2312
22,1,2018,8.230769230769232e-05,0.4409079817973369,2936,1821
22,10,2017,0.0,0.3332452095809567,1790,1775
14,6,2018,3.846153846153846e-08,0.605904910977873,1783,849
24,6,2018,3.027946153846154e-08,0.6180897169665444,2365,2599
16,7,2017,0.00016923076923076926,0.25877872738755714,3832,391
2,8,2018,0.0,0.6629721261341567,2502,1296
22,6,2018,0.00038460096538461537,0.6151060984932223,2613,2207
29,8,2018,0.00015384615384615385,0.6948198656907011,5829,134
9,3,2018,0.0005384615384615384,0.4942119106666386,5896,2368
1,1,2018,0.0,0.4178940387346405,2145,2266
30,11,2017,1.3727182307692307e-06,0.3812797071628594,1450,2010
25,3,2018,3.846153846153846e-05,0.513651008585244,4762,1167
20,3,2018,0.0,0.5073596845103753,4271,1823
24,5,2018,4.824107692307693e-07,0.5826093937415394,5471,2610
7,9,2017,7.358970538461539e-05,0.3016019276757752,2986,3055
18,8,2018,1.5831579384615383e-05,0.6816888992941267,1977,2951
15,9,2017,6.75771076923077e-07,0.3071687519106112,670,599
7,1,2018,8.496615384615385e-08,0.42466368298228174,1525,523
25,8,2018,7.692307692307693e-07,0.6896860803886357,2503,2383
1,11,2017,0.0,0.34599454805960983,453,2153
22,1,2018,7.692307692307694e-06,0.440906004450612,758,1821
24,10,2017,0.0007592767627692307,0.33627351609026346,1194,1587
20,11,2017,0.0,0.3683512210709231,1182,1775
12,3,2018,7.692307692307692e-08,0.49835227697407414,2247,3056
22,5,2018,0.0,0.5806939379690513,3186,1074
20,6,2018,7.692307692307693e-07,0.6127471238503212,1661,2205
18,3,2019,0.0,0.923060845727013,221,480
10,7,2017,0.0,0.2531937115628513,2628,1775
30,7,2018,0.0,0.6596745050009075,1582,543
2,6,2018,0.0008461538461538462,0.5925253920979688,1054,578
25,9,2018,3.384615384615385e-05,0.7259506193247677,1875,2286
28,10,2017,0.0,0.3406472093112466,1009,1775
19,8,2017,7.981794076923077e-05,0.28771917405436354,419,1060
20,3,2018,0.0,0.5073545434088903,3722,1823
20,4,2018,0.0,0.544350700633265,131,387
24,4,2018,4.615384615384615e-06,0.5485954708477795,1467,1056
30,3,2018,4.1307986153846154e-05,0.5196755885869128,1448,891
26,9,2018,4.812499999999999e-06,0.7278781369122781,4231,2039
24,5,2018,6.992533076923077e-07,0.5827130067099283,5877,2610
22,3,2019,3.8461538461538463e-07,0.9284416016350284,301,8
30,12,2017,0.0005384615384615384,0.4155825204131389,2145,2474
19,8,2018,0.0,0.6832850135705305,4531,397
20,3,2018,0.0,0.5074071408317747,2918,1823
11,11,2017,0.0,0.3578706902245119,2509,1775
13,7,2018,9.205207692307692e-07,0.639374865787591,5935,2738
1,4,2018,0.0,0.5217891745012438,4240,2927
30,5,2018,5.432508153846154e-05,0.5890217314359768,145,1409
12,3,2019,0.0,0.9153687692321685,5580,440
25,2,2019,0.0002985217320769231,0.8984248851458155,377,2026
30,10,2017,2.3174307692307692e-07,0.3435643889346095,4101,2223
18,8,2018,0.00025542801346153845,0.6815860772644279,3463,2951
28,3,2018,0.001223076923076923,0.5167390309656451,1334,1573
24,4,2018,6.439476076923077e-06,0.5487135184472608,2429,389
20,4,2018,4.037246153846154e-05,0.5444740870689039,1501,1056
13,5,2018,3.769230769230769e-05,0.5699083025229758,2770,1039
19,4,2018,1.4873493846153847e-05,0.5433440334155778,5551,2848
11,12,2018,5.384615384615385e-05,0.8195593996933531,1187,2277
12,3,2018,7.692307692307693e-09,0.49851086018141755,3077,3056
11,6,2018,7.692307692307694e-06,0.6021384609361312,351,1174
13,6,2018,2.0090769230769233e-08,0.604641781889956,838,2231
18,12,2017,7.692307692307694e-06,0.40174366388902183,772,528
20,3,2018,0.0,0.5074004178529098,3406,1823
13,2,2018,0.0,0.4668841879887259,5095,2360
16,5,2018,5.384615384615384e-07,0.5733913987790279,2353,2115
2,12,2017,0.0,0.3839681077701421,1761,1775
22,10,2017,0.0,0.3332092218705621,1790,2664
23,1,2018,0.0,0.44242203618465414,5932,2577
6,11,2017,0.0,0.3522281336101091,2640,1775
28,3,2018,7.692307692307692e-08,0.5173399466353666,2667,3056
14,9,2018,9.461538461538463e-09,0.7135044080990539,1144,2184
11,8,2018,0.0001153846153846154,0.6733435074413489,3704,801
4,6,2018,7.692307692307693e-05,0.594918574839212,3492,120
26,4,2018,3.7460783076923078e-06,0.5511804562213457,364,69
26,9,2017,0.010283846153846154,0.3144894826905045,2196,568
11,11,2018,0.0,0.7836735226550545,4414,1775
17,3,2018,0.0,0.5041781336298826,2375,2936
28,1,2018,1.5384615384615387e-05,0.44734384991780163,1000,3005
17,7,2018,5.880419538461539e-05,0.6441371076400327,1448,2736
6,3,2018,1.1346221538461538e-06,0.49159232172538536,4614,1325
2,10,2017,9.23076923076923e-05,0.31774953423597896,4954,410
6,2,2018,1.5384615384615387e-05,0.4589004528519469,4719,2742
3,2,2019,1.5361752923076924e-05,0.8795337100047022,118,2889
9,12,2018,7.692307692307693e-07,0.8172990946520285,894,2479
3,2,2018,3.7844430923076924e-05,0.45491728560914735,3740,1498
8,11,2018,0.0004076923076923077,0.7798004936248365,679,1584
26,9,2018,7.825865384615384e-06,0.7275767892713912,4231,2172
14,8,2018,7.692307692307693e-09,0.6769351600326025,4458,1188
21,8,2017,7.2e-05,0.28942147184989875,5852,443
6,4,2018,0.0,0.5276794926602867,4550,2927
27,11,2017,0.0,0.37805030449162214,4479,1775
6,5,2018,5.093706153846154e-06,0.5622399541888311,2674,141
19,7,2018,7.692307692307693e-07,0.646529499442586,2110,1041
9,5,2019,0.0,0.9890267143497239,4531,397
11,2,2019,8.461538461538461e-07,0.8868200349515808,3165,251
31,3,2018,0.0,0.5209646209169273,1108,2927
6,11,2017,0.0008453506923076923,0.35222516759002165,1929,1431
21,12,2017,1e-05,0.4044856505925515,1471,951
21,3,2018,7.692307692307692e-08,0.5090499204908882,2835,1823
9,11,2018,0.000799643956923077,0.7803808448886179,2215,1584
26,11,2017,7.692307692307692e-08,0.3762962002118925,4479,748
10,2,2018,0.00015384615384615385,0.46345329368621335,2650,287
15,11,2017,0.0,0.3623379119455865,1761,1775
20,6,2018,0.0,0.6127180568534639,4720,2291
25,3,2018,3.8461538461538463e-07,0.5138963973138141,2644,2207
4,10,2018,2.981858461538462e-07,0.7368618162878796,1471,1975
14,11,2018,0.0,0.7874901973036109,4531,397
13,3,2019,0.0,0.9171139754516359,2241,440
12,11,2017,1.0490298461538463e-06,0.3585299376226202,5581,948
20,3,2018,0.0,0.507351577388803,1233,1823
26,9,2018,0.0,0.7276734815262428,4900,2286
20,3,2018,0.0,0.507385785487145,457,1823
20,3,2018,0.0,0.507351577388803,5437,1823
30,10,2017,3.8461538461538463e-07,0.3435416494472723,4117,1485
13,10,2017,8.333294615384616e-06,0.3240282032918077,772,651
28,9,2018,5.3592307692307695e-06,0.7295794460344508,3473,2364
9,11,2018,5.384615384615385e-05,0.7814899386666593,2038,2772
16,10,2018,3.076923076923077e-06,0.7523112217194928,2838,2820
4,2,2018,7.692307692307694e-06,0.456334252272268,2881,1585
13,10,2017,0.0003461538461538462,0.3243872894570641,3324,1652
23,2,2018,7.487532307692307e-05,0.47885998842856703,1825,784
17,7,2018,0.0,0.6444236251804824,4357,168
20,3,2018,0.0,0.50739646315946,3526,1823
31,3,2018,7.692307692307693e-07,0.5205155654756844,5061,2001
21,2,2018,0.00015384615384615385,0.475695047260564,3735,1089
24,1,2018,1.8319000000000001e-07,0.44309670688721725,3662,754
29,4,2018,0.000766038,0.5540070733647046,2781,889
12,7,2018,0.0003846153846153846,0.6381639386532133,3986,6
17,9,2017,7.692307692307693e-05,0.3088977438869337,5389,2777
26,9,2018,4.953525615384615e-06,0.7276849501372477,4231,1043
9,6,2018,3.846153846153846e-05,0.6004405133033911,2493,801
20,3,2018,0.0,0.5073828194670577,5834,1823
25,9,2018,1.5384615384615385e-06,0.7269258467295278,2513,2286
12,2,2018,1.3205538461538462e-07,0.4651415523200012,1103,2025
29,10,2017,0.0,0.34234199318922687,4117,1775
14,2,2018,7.761657692307693e-07,0.4676873862284129,5893,2097
1,10,2017,3.223076923076923e-05,0.3171672056254723,1204,2607
16,3,2018,1.8076923076923076e-05,0.5027441617849272,2947,443
28,2,2018,7.692307692307693e-07,0.48442246250060805,2405,928
20,4,2018,0.0,0.544057657848623,5106,2848
16,9,2018,2.3076923076923076e-05,0.7158159264205556,3762,1586
24,9,2018,3.846153846153847e-06,0.7253243936169665,4231,2218
20,3,2018,0.0,0.50739646315946,1359,1823
8,5,2018,4.5544851538461546e-05,0.5647863813012602,2398,803
2,6,2018,2.6456139230769232e-06,0.5925718597460058,304,2215
25,6,2018,4.211538461538462e-05,0.6185532070388798,2155,2203
5,5,2018,7.063524615384615e-07,0.5610062875671161,5809,69
28,1,2018,7.689076923076924e-05,0.4474346101324782,1106,62
6,3,2018,7.692307692307693e-07,0.4915802599103628,1243,822
28,2,2018,7.692307692307693e-07,0.4844726871074224,4602,1294
17,9,2018,3.823076923076923e-05,0.7168724227757123,1127,511
13,12,2017,0.0002307692307692308,0.39603743671007463,3267,807
25,4,2018,0.0,0.5496088610443316,638,543
27,7,2018,6.153846153846154e-06,0.6558034533174143,1360,837
3,1,2019,0.0010112660269230769,0.8464655520495,1534,2328
29,11,2017,5.861624615384616e-07,0.37995626899983037,5324,2010
11,1,2018,1.1274407692307692e-06,0.42821025206820573,5938,2713
26,9,2018,0.0,0.7274221607574979,1469,2286
26,9,2018,2.3692307692307693e-06,0.7281694000848676,4231,2396
13,12,2017,0.0,0.3961910765506056,3700,1775
20,3,2018,0.0,0.5073671984279303,4375,1823
16,4,2018,3.769230769230769e-05,0.5395657192934861,1448,338
26,3,2019,4.2307692307692304e-07,0.9334551642562151,4503,1388
30,9,2018,0.00042023076923076926,0.7330263568454359,4735,11
5,10,2017,2.3076923076923076e-05,0.31940042101666466,3822,1176
4,2,2018,5.785023076923077e-07,0.4558751123627276,3769,2593
20,3,2018,0.0,0.5073320016562256,5836,1823
24,4,2018,5.3338751538461536e-06,0.5486431249038516,660,389
10,5,2018,0.0,0.5670073371427576,3378,242
1,1,2018,0.0005130769230769231,0.41753435936536654,2145,2447
15,11,2017,0.0,0.362694229825428,2758,1775
19,6,2018,0.0,0.6114525549494768,1730,380
3,6,2018,2.4270307692307694e-06,0.5938648467694702,1892,2501
14,1,2018,7.692307692307694e-06,0.4313937802954235,3794,150
3,4,2018,3.4978669230769233e-06,0.5241938258534921,5708,803
1,12,2017,0.0,0.38251119870317685,1471,1775
9,3,2018,7.191140538461539e-06,0.49496429109549356,1656,2519
4,10,2017,0.0,0.3191271516992724,4460,1775
7,2,2018,6.8046160000000005e-06,0.4592858377286455,5455,2025
29,5,2018,0.0,0.5880107140554945,3494,3203
13,3,2018,7.692307692307693e-09,0.49948608758617763,757,3056
